ミブリム	856	123	98	93
シルシュルー	944	120	124	70
オタマロ	535	137	98	78
アママイコ	762	141	78	94
ドジョッチ	339	137	93	82
ヤングース	734	134	122	56
ニドラン♂	32	130	105	76
アブリー	742	120	110	81
ホーホー	163	155	67	88
レディバ	165	120	72	118
ツチニン	290	104	80	126
シママ	522	128	118	64
ミニーブ	928	121	100	89
マグマッグ	218	120	118	71
コリンク	403	128	117	64
ププリン	174	207	69	32
テッポウオ	223	111	127	69
カジッチュ	840	120	71	116
ビッパ	399	153	80	73
ツツケラ	731	111	136	59
シズクモ	751	116	72	117
グルトン	915	144	81	79
ニョロモ	60	120	101	82
ヤヤコマ	661	128	95	80
マリル	183	172	37	93
モンメン	546	120	71	111
アメタマ	283	120	93	87
エネコ	300	137	84	79
ベロバー	859	128	103	69
ミネズミ	504	128	98	73
イトマル	167	120	105	73
アローラニャース	52	120	99	78
ウリムー	220	137	90	69
ゴニョニョ	293	162	92	42
ウールー	831	123	76	97
トゲピー	175	111	67	116
シビシラス	602	111	105	78
ヒメンカ	829	120	70	104
オニスズメ	21	120	112	60
チョロネコ	509	121	98	73
ピィ	173	137	75	79
ニャース	52	120	92	78
ウパー	194	146	75	66
パルデアウパー	194	146	75	66
スバメ	276	120	106	61
キャモメ	278	120	106	61
アサナン	307	102	78	107
クスネ	827	120	85	82
カルボウ	935	120	92	74
フシデ	543	102	83	99
カリキリ	753	120	100	64
エレズン	848	120	97	65
ムックル	396	120	101	58
ポッポ	16	120	85	73
ドラメシヤ	885	99	117	61
ズバット	41	120	83	73
オンバット	714	120	83	73
アローラコラッタ	19	102	103	70
コラッタ	19	102	103	70
カラサリス	266	137	60	77
マユルド	268	137	60	77
ハネッコ	187	111	67	94
ココガラ	821	116	88	67
ドーブル	235	146	40	83
ポチエナ	261	111	96	61
ハスボー	270	120	71	77
タネボー	273	120	71	77
パモ	921	128	95	45
コフーライ	665	128	48	89
オタチ	161	111	79	73
トランセル	11	137	45	80
ケムッソ	265	128	75	59
タマンチュラ	917	111	70	77
アローラディグダ	50	67	108	81
ミノムッチ	412	120	53	83
ホルビー	659	116	68	72
ディグダ	50	67	109	78
ガラルジグザグマ	263	116	58	80
ジグザグマ	263	116	58	80
マメバッタ	919	107	81	65
コクーン	14	128	46	75
アマカジ	761	123	55	69
ルリリ	298	137	36	71
ミツハニー	415	102	59	83
コフキムシ	664	116	63	63
バルキー	236	111	64	64
キャタピー	10	128	55	55
ラルトス	280	99	79	59
ユキハミ	872	102	76	59
コスモッグ	789	125	54	57
コソクムシ	767	93	67	74
ビードル	13	120	63	50
コロボーシ	401	114	45	74
ウミディグダ	960	67	109	52
ヌケニン	292	1	153	73
ピチュー	172	85	77	53
ヒマナッツ	191	102	55	55
コイキング	129	85	29	85
ヒンバス	349	85	29	85
コジオ	932	146	95	108
ジオヅム	933	155	105	160
キョジオーン	934	225	171	212
